Pop1,Latitude,Longitude,Pop2,Latitude,Longitude,Distance,Fst,
DE-Grobenhaim,51.2833330,13.5500000,SC-Edim,55.9575000,-3.2581000,1204.98984,0.133462,
SC-Edim,55.9575000,-3.2581000,DE-Grobenhaim,51.2833330,13.5500000,1204.98984,0.133462,
ES-Cat,41.7856000,2.3912000,FR-Port,43.0036000,6.3944000,289.098421,0.133449,
FR-Port,43.0036000,6.3944000,ES-Cat,41.7856000,2.3912000,289.098421,0.133449,
ES-Cat,41.7856000,2.3912000,IE,53.4129000,-8.2439000,1087.338966,0.133436,
IE,53.4129000,-8.2439000,ES-Cat,41.7856000,2.3912000,1087.338966,0.133436,
DE-Nordfriesland,54.4858000,9.0524000,EN-Worcestershire,52.3748000,-1.9588000,774.7259839,0.133243,
EN-Kent,51.1269000,1.2578000,DE-Nordfriesland,54.4858000,9.0524000,586.1132492,0.133243,
EN-Worcestershire,52.3748000,-1.9588000,DE-Nordfriesland,54.4858000,9.0524000,774.7259839,0.133243,
FR-Mont,43.5986100,3.8969400,PL-Bory,53.7994342,17.5422478,1168.959119,0.132863,
PL-Bory,53.7994342,17.5422478,FR-Mont,43.5986100,3.8969400,1168.959119,0.132863,
EN-Worcestershire,52.3748000,-1.9588000,FR-Somme,50.0833000,1.5667000,290.5697882,0.132754,
FR-Somme,50.0833000,1.5667000,EN-Worcestershire,52.3748000,-1.9588000,290.5697882,0.132754,
ES-Cat,41.7856000,2.3912000,SE-Karl,59.4013320,13.5125290,1428.045975,0.13269,
SE-Karl,59.4013320,13.5125290,ES-Cat,41.7856000,2.3912000,1428.045975,0.13269,
EN-Kent,51.1269000,1.2578000,NO-Vest,59.4656000,10.0877000,836.9787858,0.132323,
NO-Rog,58.9833000,5.5667000,EN-Kent,51.1269000,1.2578000,618.2812459,0.132323,
EN-Cornwall,50.4617000,-4.7347000,FR-Somme,50.0833000,1.5667000,436.2608308,0.13223,
FR-Somme,50.0833000,1.5667000,EN-Cornwall,50.4617000,-4.7347000,436.2608308,0.13223,
DE-Nordfriesland,54.4858000,9.0524000,EN-Cornwall,50.4617000,-4.7347000,992.3115902,0.132201,
EN-Cornwall,50.4617000,-4.7347000,DE-Nordfriesland,54.4858000,9.0524000,992.3115902,0.132201,
EN-Cornwall,50.4617000,-4.7347000,WL-Angl,53.2143000,-4.3661000,191.3301942,0.132053,
WL-Angl,53.2143000,-4.3661000,EN-Cornwall,50.4617000,-4.7347000,191.3301942,0.132053,
ES-Cuen,40.0202690,-1.8215450,FR-Bany,42.4822000,3.1275000,381.9721023,0.132029,
FR-Bany,42.4822000,3.1275000,ES-Cuen,40.0202690,-1.8215450,381.9721023,0.132029,
EN-Cumbria,54.2030000,-2.9520000,ES-Cat,41.7856000,2.3912000,933.9213109,0.131947,
ES-Cat,41.7856000,2.3912000,EN-Cumbria,54.2030000,-2.9520000,933.9213109,0.131947,
ES-Cat,41.7856000,2.3912000,SE-Nass,57.6520910,14.6974190,1376.246611,0.131921,
SE-Nass,57.6520910,14.6974190,ES-Cat,41.7856000,2.3912000,1376.246611,0.131921,
DE-Grobenhaim,51.2833330,13.5500000,FR-Clerm,46.0811000,3.0321000,809.0285209,0.131653,
FR-Clerm,46.0811000,3.0321000,DE-Grobenhaim,51.2833330,13.5500000,809.0285209,0.131653,
BE-Ardennes,50.2500000,5.6666700,PT-Cast,39.7010980,-7.3040680,1154.375149,0.131526,
PT-Cast,41.3194460,-8.7355600,BE-Ardennes,50.2500000,5.6666700,1170.154471,0.131526,
ES-Ast,43.1700000,-6.5000000,IT-Abruz,42.4576000,13.9275000,1412.551071,0.131515,
IT-Abruz,42.4576000,13.9275000,ES-Ast,43.1700000,-6.5000000,1412.551071,0.131515,
BE-Ardennes,50.2500000,5.6666700,IT-Aspr,38.1666700,16.0000000,1086.522955,0.131331,
IT-Aspr,38.1666700,16.0000000,BE-Ardennes,50.2500000,5.6666700,1086.522955,0.131331,
ES-Cat,41.7856000,2.3912000,SC-Inv,57.4574000,-4.2351000,1175.193051,0.131051,
SC-Inv,57.4574000,-4.2351000,ES-Cat,41.7856000,2.3912000,1175.193051,0.131051,
EN-Worcestershire,52.3748000,-1.9588000,NO-Vest,59.4656000,10.0877000,964.9366693,0.131005,
NO-Vest,59.4656000,10.0877000,EN-Worcestershire,52.3748000,-1.9588000,964.9366693,0.131005,
EN-Cornwall,50.4617000,-4.7347000,NO-Vest,59.4656000,10.0877000,1197.270176,0.130921,
NO-Vest,59.4656000,10.0877000,EN-Cornwall,50.4617000,-4.7347000,1197.270176,0.130921,
FR-Haute,45.7959000,1.1346000,PT-Cast,39.7010980,-7.3040680,718.7988918,0.130635,
PT-Cast,39.7010980,-7.3040680,FR-Haute,45.7959000,1.1346000,718.7988918,0.130635,
BE-Ardennes,50.2500000,5.6666700,SC-Edim,55.9575000,-3.2581000,731.8502119,0.130548,
SC-Edim,55.9575000,-3.2581000,BE-Ardennes,50.2500000,5.6666700,731.8502119,0.130548,
DE-Nordfriesland,54.4858000,9.0524000,SE-Ska,56.0000000,14.1000000,363.571192,0.130434,
SE-Ska,56.0000000,14.1000000,DE-Nordfriesland,54.4858000,9.0524000,363.571192,0.130434,
DE-Nordfriesland,54.4858000,9.0524000,FR-Clerm,46.0811000,3.0321000,711.6202961,0.130348,
FR-Clerm,46.0811000,3.0321000,DE-Nordfriesland,54.4858000,9.0524000,711.6202961,0.130348,
DE-Nordfriesland,54.4858000,9.0524000,FR-Cotes,48.5452000,-3.3963000,952.6776785,0.13022,
FR-Cotes,48.5452000,-3.3963000,DE-Nordfriesland,54.4858000,9.0524000,952.6776785,0.13022,
DE-Grobenhaim,51.2833330,13.5500000,DK,56.2639000,9.5018000,438.1249401,0.130017,
DK,56.2639000,9.5018000,DE-Grobenhaim,51.2833330,13.5500000,438.1249401,0.130017,
ES-Ast,43.1700000,-6.5000000,FR-Somme,50.0833000,1.5667000,733.6450072,0.129693,
FR-Somme,50.0833000,1.5667000,ES-Ast,43.1700000,-6.5000000,733.6450072,0.129693,
FR-Mont,43.5986100,3.8969400,FR-Port,43.0036000,6.3944000,177.3863416,0.129458,
FR-Port,43.0036000,6.3944000,FR-Mont,43.5986100,3.8969400,177.3863416,0.129458,
IS-Horn,64.3858000,-15.2892000,IS-Rey,64.1000000,-21.8000000,450.3379138,0.129405,
IS-Rey,64.1000000,-21.8000000,IS-Horn,64.3858000,-15.2892000,450.3379138,0.129405,
BE-Ardennes,50.2500000,5.6666700,DK-Ribe,55.2850000,8.6856000,403.3406703,0.129117,
DK-Ribe,55.2850000,8.6856000,BE-Ardennes,50.2500000,5.6666700,403.3406703,0.129117,
DE-Grobenhaim,51.2833330,13.5500000,EN-Suffolk,52.3362000,0.5246000,903.0395193,0.129102,
EN-Suffolk,52.3362000,0.5246000,DE-Grobenhaim,51.2833330,13.5500000,903.0395193,0.129102,
DE-Grobenhaim,51.2833330,13.5500000,NO-Rog,58.9833000,5.5667000,761.0809106,0.129073,
NO-Rog,58.9833000,5.5667000,DE-Grobenhaim,51.2833330,13.5500000,761.0809106,0.129073,
EN-Cornwall,50.4617000,-4.7347000,FR-Haute,45.7959000,1.1346000,517.9779749,0.128999,
FR-Haute,45.7959000,1.1346000,EN-Cornwall,50.4617000,-4.7347000,517.9779749,0.128999,
ES-Can,43.3101810,-4.0745710,IT-Abruz,42.4576000,13.9275000,1245.461374,0.128947,
IT-Abruz,42.4576000,13.9275000,ES-Can,43.3101810,-4.0745710,1245.461374,0.128947,
BE-Ardennes,50.2500000,5.6666700,ES-Sal,40.9777810,-5.9651370,1027.311731,0.128894,
ES-Sal,40.9777810,-5.9651370,BE-Ardennes,50.2500000,5.6666700,1027.311731,0.128894,
ES-Cat,41.7856000,2.3912000,SE-Halm,56.6732080,12.8572190,1248.957556,0.128851,
SE-Halm,56.6732080,12.8572190,ES-Cat,41.7856000,2.3912000,1248.957556,0.128851,
ES-Sal,40.9777810,-5.9651370,FR-Haute,45.7959000,1.1346000,592.6778335,0.128502,
FR-Haute,45.7959000,1.1346000,ES-Sal,40.9777810,-5.9651370,592.6778335,0.128502,
EN-Cornwall,50.4617000,-4.7347000,NO-Rog,58.9833000,5.5667000,923.4063816,0.128484,
NO-Rog,58.9833000,5.5667000,EN-Cornwall,50.4617000,-4.7347000,923.4063816,0.128484,
FR-Cap,43.1597180,6.6210730,NO-Vest,59.4656000,10.0877000,1140.104053,0.128243,
NO-Vest,59.4656000,10.0877000,FR-Cap,43.1597180,6.6210730,1140.104053,0.128243,
PT-Cast,39.7010980,-7.3040680,SE-Ska,56.0000000,14.1000000,1854.011614,0.128212,
SE-Ska,56.0000000,14.1000000,PT-Cast,39.7010980,-7.3040680,1854.011614,0.128212,
NO-Vest,59.4656000,10.0877000,SE-Karl,59.4013320,13.5125290,236.7233247,0.127981,
SE-Karl,59.4013320,13.5125290,NO-Vest,59.4656000,10.0877000,236.7233247,0.127981,
BE-Ardennes,50.2500000,5.6666700,NO-Rog,58.9833000,5.5667000,600.6781671,0.127862,
NO-Rog,58.9833000,5.5667000,BE-Ardennes,50.2500000,5.6666700,600.6781671,0.127862,
IT-Abruz,42.4576000,13.9275000,RS,44.7317030,20.4075950,472.2975033,0.127644,
RS,44.7317030,20.4075950,IT-Abruz,42.4576000,13.9275000,472.2975033,0.127644,
DE-Grobenhaim,51.2833330,13.5500000,PL-Bory,53.7994342,17.5422478,322.7508024,0.12752,
PL-Bory,53.7994342,17.5422478,DE-Grobenhaim,51.2833330,13.5500000,322.7508024,0.12752,
FR-Bany,42.4822000,3.1275000,NO-Vest,59.4656000,10.0877000,1260.476572,0.127385,
NO-Vest,59.4656000,10.0877000,FR-Bany,42.4822000,3.1275000,1260.476572,0.127385,
ES-Cat,41.7856000,2.3912000,SC-Edim,55.9575000,-3.2581000,1053.944606,0.127369,
SC-Edim,55.9575000,-3.2581000,ES-Cat,41.7856000,2.3912000,1053.944606,0.127369,
BE-Ardennes,50.2500000,5.6666700,EN-Suffolk,52.3362000,0.5246000,383.3941397,0.127134,
EN-Suffolk,52.3362000,0.5246000,BE-Ardennes,50.2500000,5.6666700,383.3941397,0.127134,
ES-Can,43.3101810,-4.0745710,TN,36.7736000,8.6848000,990.1574656,0.12705,
TN,36.7736000,8.6848000,ES-Can,43.3101810,-4.0745710,990.1574656,0.12705,
ES-Ast,43.1700000,-6.5000000,NO-Vest,59.4656000,10.0877000,1603.803508,0.126899,
NO-Vest,59.4656000,10.0877000,ES-Ast,43.1700000,-6.5000000,1603.803508,0.126899,
BE-Ardennes,50.2500000,5.6666700,IT-Abruz,42.4576000,13.9275000,779.0866258,0.126833,
IT-Abruz,42.4576000,13.9275000,BE-Ardennes,50.2500000,5.6666700,779.0866258,0.126833,
BE-Namur,50.6474000,4.8720000,FR-Haute,45.7959000,1.1346000,422.8160075,0.126745,
FR-Haute,45.7959000,1.1346000,BE-Namur,50.6474000,4.8720000,422.8160075,0.126745,
DK-Ribe,55.2850000,8.6856000,FR-Haute,45.7959000,1.1346000,835.7998272,0.126726,
FR-Haute,45.7959000,1.1346000,DK-Ribe,55.2850000,8.6856000,835.7998272,0.126726,
EN-Worcestershire,52.3748000,-1.9588000,NO-Rog,58.9833000,5.5667000,691.7687824,0.126725,
NO-Rog,58.9833000,5.5667000,EN-Worcestershire,52.3748000,-1.9588000,691.7687824,0.126725,
FR-Somme,50.0833000,1.5667000,FR-Cap,43.1597180,6.6210730,591.2949777,0.126424,
FR-Cap,43.1597180,6.6210730,FR-Somme,50.0833000,1.5667000,591.2949777,0.126424,
EN-Worcestershire,52.3748000,-1.9588000,FR-Haute,45.7959000,1.1346000,502.346412,0.126279,
FR-Haute,45.7959000,1.1346000,EN-Worcestershire,52.3748000,-1.9588000,502.346412,0.126279,
IT-Cal,38.1144388,15.6500000,IT-Abruz,42.4576000,13.9275000,313.6538223,0.126203,
IT-Abruz,42.4576000,13.9275000,IT-Cal,38.1144388,15.6500000,313.6538223,0.126203,
EN-Cumbria,54.2030000,-2.9520000,FR-Mont,43.5986100,3.8969400,872.0208646,0.125801,
FR-Mont,43.5986100,3.8969400,EN-Cumbria,54.2030000,-2.9520000,872.0208646,0.125801,
FR-Mont,43.5986100,3.8969400,IE,53.4129000,-8.2439000,1077.775071,0.125777,
IE,53.4129000,-8.2439000,FR-Mont,43.5986100,3.8969400,1077.775071,0.125777,
BE-Dalhem,50.7167000,5.7500000,FR-Haute,45.7959000,1.1346000,465.7272876,0.12557,
FR-Haute,45.7959000,1.1346000,BE-Dalhem,50.7167000,5.7500000,465.7272876,0.12557,
ES-Sal,40.9777810,-5.9651370,SE-Ska,56.0000000,14.1000000,1727.422558,0.125485,
SE-Ska,56.0000000,14.1000000,ES-Sal,40.9777810,-5.9651370,1727.422558,0.125485,
DE-Grobenhaim,51.2833330,13.5500000,EN-Kent,51.1269000,1.2578000,849.5579113,0.125438,
EN-Worcestershire,52.3748000,-1.9588000,WL-Angl,53.2143000,-4.3661000,176.1592931,0.125421,
WL-Angl,53.2143000,-4.3661000,EN-Worcestershire,52.3748000,-1.9588000,176.1592931,0.125421,
IT-Aspr,38.1666700,16.0000000,RS,44.7317030,20.4075950,527.6292418,0.125384,
RS,44.7317030,20.4075950,IT-Aspr,38.1666700,16.0000000,527.6292418,0.125384,
FR-Clerm,46.0811000,3.0321000,NO-Vest,59.4656000,10.0877000,1039.715486,0.125305,
NO-Vest,59.4656000,10.0877000,FR-Clerm,46.0811000,3.0321000,1039.715486,0.125305,
DK-Ribe,55.2850000,8.6856000,ES-Cat,41.7856000,2.3912000,1024.948029,0.125166,
ES-Cat,41.7856000,2.3912000,DK-Ribe,55.2850000,8.6856000,1024.948029,0.125166,
FR-Mont,43.5986100,3.8969400,SE-Karl,59.4013320,13.5125290,1266.425068,0.125165,
SE-Karl,59.4013320,13.5125290,FR-Mont,43.5986100,3.8969400,1266.425068,0.125165,
BE-Ardennes,50.2500000,5.6666700,ES-Avi,40.1371230,-5.2501880,1027.684004,0.125112,
ES-Avi,40.1371230,-5.2501880,BE-Ardennes,50.2500000,5.6666700,1027.684004,0.125112,
IS-Rey,64.1000000,-21.8000000,SC-Edim,55.9575000,-3.2581000,1393.076239,0.125015,
SC-Edim,55.9575000,-3.2581000,IS-Rey,64.1000000,-21.8000000,1393.076239,0.125015,
FR-Haute,45.7959000,1.1346000,PT-Port,41.3194460,-8.7355600,748.541802,0.124874,
PT-Port,41.3194460,-8.7355600,FR-Haute,45.7959000,1.1346000,748.541802,0.124874,
FR-Mont,43.5986100,3.8969400,SC-Inv,57.4574000,-4.2351000,1109.764147,0.12465,
SC-Inv,57.4574000,-4.2351000,FR-Mont,43.5986100,3.8969400,1109.764147,0.12465,
BE-Ardennes,50.2500000,5.6666700,EN-Kent,51.1269000,1.2578000,310.6322561,0.124458,
FR-Cotes,48.5452000,-3.3963000,NO-Vest,59.4656000,10.0877000,1197.208663,0.124266,
NO-Vest,59.4656000,10.0877000,FR-Cotes,48.5452000,-3.3963000,1197.208663,0.124266,
ES-Avi,40.1371230,-5.2501880,FR-Haute,45.7959000,1.1346000,589.296853,0.124248,
FR-Haute,45.7959000,1.1346000,ES-Avi,40.1371230,-5.2501880,589.296853,0.124248,
ES-Can,43.3101810,-4.0745710,FR-Somme,50.0833000,1.5667000,608.935959,0.123971,
FR-Somme,50.0833000,1.5667000,ES-Can,43.3101810,-4.0745710,608.935959,0.123971,
ES-Cat,41.7856000,2.3912000,NO-Rog,58.9833000,5.5667000,1205.601207,0.123934,
NO-Rog,58.9833000,5.5667000,ES-Cat,41.7856000,2.3912000,1205.601207,0.123934,
ES-Ast,43.1700000,-6.5000000,FR-Cotes,48.5452000,-3.3963000,427.7084618,0.123868,
FR-Cotes,48.5452000,-3.3963000,ES-Ast,43.1700000,-6.5000000,427.7084618,0.123868,
FR-Somme,50.0833000,1.5667000,FR-Bany,42.4822000,3.1275000,535.809241,0.123704,
FR-Bany,42.4822000,3.1275000,FR-Somme,50.0833000,1.5667000,535.809241,0.123704,
ES-Ast,43.1700000,-6.5000000,TN,36.7736000,8.6848000,1138.160651,0.123589,
TN,36.7736000,8.6848000,ES-Ast,43.1700000,-6.5000000,1138.160651,0.123589,
EN-Kent,51.1269000,1.2578000,FR-Mont,43.5986100,3.8969400,550.7675714,0.123555,
ES-Cat,41.7856000,2.3912000,EN-Kent,51.1269000,1.2578000,649.9578043,0.123555,
FR-Mont,43.5986100,3.8969400,SE-Nass,57.6520910,14.6974190,1213.539059,0.123439,
SE-Nass,57.6520910,14.6974190,FR-Mont,43.5986100,3.8969400,1213.539059,0.123439,
FR-Bany,42.4822000,3.1275000,PT-Cast,39.7010980,-7.3040680,745.9847893,0.123122,
PT-Cast,39.7010980,-7.3040680,FR-Bany,42.4822000,3.1275000,745.9847893,0.123122,
EN-Cumbria,54.2030000,-2.9520000,EN-Suffolk,52.3362000,0.5246000,272.6842578,0.123113,
EN-Suffolk,52.3362000,0.5246000,EN-Cumbria,54.2030000,-2.9520000,272.6842578,0.123113,
BE-Ardennes,50.2500000,5.6666700,PT-Port,41.3194460,-8.7355600,1170.154471,0.122279,
PT-Port,41.3194460,-8.7355600,BE-Ardennes,50.2500000,5.6666700,1170.154471,0.122279,
EN-Suffolk,52.3362000,0.5246000,ES-Cat,41.7856000,2.3912000,740.1900757,0.122184,
ES-Cat,41.7856000,2.3912000,EN-Suffolk,52.3362000,0.5246000,740.1900757,0.122184,
FR-Cotes,48.5452000,-3.3963000,SE-Ska,56.0000000,14.1000000,1312.635754,0.121799,
SE-Ska,56.0000000,14.1000000,FR-Cotes,48.5452000,-3.3963000,1312.635754,0.121799,
PT-Port,41.3194460,-8.7355600,SE-Ska,56.0000000,14.1000000,1871.835321,0.121513,
SE-Ska,56.0000000,14.1000000,PT-Port,41.3194460,-8.7355600,1871.835321,0.121513,
FR-Cotes,48.5452000,-3.3963000,FR-Cap,43.1597180,6.6210730,785.6899166,0.121471,
FR-Cap,43.1597180,6.6210730,FR-Cotes,48.5452000,-3.3963000,785.6899166,0.121471,
FR-Cap,43.1597180,6.6210730,SE-Ska,56.0000000,14.1000000,1013.802871,0.121214,
SE-Ska,56.0000000,14.1000000,FR-Cap,43.1597180,6.6210730,1013.802871,0.121214,
DE-Grobenhaim,51.2833330,13.5500000,EN-Cornwall,50.4617000,-4.7347000,1264.877424,0.121169,
EN-Cornwall,50.4617000,-4.7347000,DE-Grobenhaim,51.2833330,13.5500000,1264.877424,0.121169,
DK-Ribe,55.2850000,8.6856000,FR-Somme,50.0833000,1.5667000,608.3274679,0.120823,
FR-Somme,50.0833000,1.5667000,DK-Ribe,55.2850000,8.6856000,608.3274679,0.120823,
FR-Mont,43.5986100,3.8969400,SC-Edim,55.9575000,-3.2581000,986.4155606,0.120759,
SC-Edim,55.9575000,-3.2581000,FR-Mont,43.5986100,3.8969400,986.4155606,0.120759,
FR-Mont,43.5986100,3.8969400,SE-Halm,56.6732080,12.8572190,1086.611872,0.120624,
SE-Halm,56.6732080,12.8572190,FR-Mont,43.5986100,3.8969400,1086.611872,0.120624,
IT-Cal,38.1144388,15.6500000,IT-Aspr,38.1666700,16.0000000,24.43586569,0.120595,
IT-Aspr,38.1666700,16.0000000,IT-Cal,38.1144388,15.6500000,24.43586569,0.120595,
BE-Ardennes,50.2500000,5.6666700,EN-Cornwall,50.4617000,-4.7347000,718.967328,0.1204,
EN-Cornwall,50.4617000,-4.7347000,BE-Ardennes,50.2500000,5.6666700,718.967328,0.1204,
FR-Clerm,46.0811000,3.0321000,SE-Ska,56.0000000,14.1000000,1021.245925,0.120164,
SE-Ska,56.0000000,14.1000000,FR-Clerm,46.0811000,3.0321000,1021.245925,0.120164,
ES-Sal,40.9777810,-5.9651370,FR-Bany,42.4822000,3.1275000,636.8946745,0.120092,
FR-Bany,42.4822000,3.1275000,ES-Sal,40.9777810,-5.9651370,636.8946745,0.120092,
EN-Cumbria,54.2030000,-2.9520000,SC-Edim,55.9575000,-3.2581000,122.906133,0.120058,
SC-Edim,55.9575000,-3.2581000,EN-Cumbria,54.2030000,-2.9520000,122.906133,0.120058,
ES-Ast,43.1700000,-6.5000000,FR-Clerm,46.0811000,3.0321000,688.6859501,0.119996,
FR-Clerm,46.0811000,3.0321000,ES-Ast,43.1700000,-6.5000000,688.6859501,0.119996,
PT-Port,41.3194460,-8.7355600,PT-Cast,39.7010980,-7.3040680,148.4955299,0.119986,
PT-Cast,39.7010980,-7.3040680,PT-Port,41.3194460,-8.7355600,148.4955299,0.119986,
DE-Grobenhaim,51.2833330,13.5500000,FR-Haute,45.7959000,1.1346000,936.5106141,0.119675,
FR-Haute,45.7959000,1.1346000,DE-Grobenhaim,51.2833330,13.5500000,936.5106141,0.119675,
EN-Suffolk,52.3362000,0.5246000,SC-Inv,57.4574000,-4.2351000,482.96033,0.119587,
SC-Inv,57.4574000,-4.2351000,EN-Suffolk,52.3362000,0.5246000,482.96033,0.119587,
FR-Clerm,46.0811000,3.0321000,FR-Cap,43.1597180,6.6210730,319.3357635,0.119451,
FR-Cap,43.1597180,6.6210730,FR-Clerm,46.0811000,3.0321000,319.3357635,0.119451,
DE-Grobenhaim,51.2833330,13.5500000,EN-Worcestershire,52.3748000,-1.9588000,1074.391095,0.119422,
EN-Kent,51.1269000,1.2578000,DE-Grobenhaim,51.2833330,13.5500000,849.5579113,0.119422,
EN-Worcestershire,52.3748000,-1.9588000,DE-Grobenhaim,51.2833330,13.5500000,1074.391095,0.119422,
EN-Cornwall,50.4617000,-4.7347000,ES-Cat,41.7856000,2.3912000,775.5038551,0.119397,
ES-Cat,41.7856000,2.3912000,EN-Cornwall,50.4617000,-4.7347000,775.5038551,0.119397,
IE-Down,54.3277000,-5.7158000,IE,53.4129000,-8.2439000,185.637912,0.11912,
IE,53.4129000,-8.2439000,IE-Down,54.3277000,-5.7158000,185.637912,0.11912,
EN-Cumbria,54.2030000,-2.9520000,SC-Inv,57.4574000,-4.2351000,241.3386905,0.119077,
SC-Inv,57.4574000,-4.2351000,EN-Cumbria,54.2030000,-2.9520000,241.3386905,0.119077,
BE-Ardennes,50.2500000,5.6666700,BE-Dalhem,50.7167000,5.7500000,32.60539484,0.118983,
BE-Dalhem,50.7167000,5.7500000,BE-Ardennes,50.2500000,5.6666700,32.60539484,0.118983,
ES-Can,43.3101810,-4.0745710,FR-Cotes,48.5452000,-3.3963000,364.041293,0.118967,
FR-Cotes,48.5452000,-3.3963000,ES-Can,43.3101810,-4.0745710,364.041293,0.118967,
DK-Ribe,55.2850000,8.6856000,FR-Mont,43.5986100,3.8969400,868.0588908,0.11882,
FR-Mont,43.5986100,3.8969400,DK-Ribe,55.2850000,8.6856000,868.0588908,0.11882,
DE-Nordfriesland,54.4858000,9.0524000,NO-Vest,59.4656000,10.0877000,346.807604,0.118675,
NO-Vest,59.4656000,10.0877000,DE-Nordfriesland,54.4858000,9.0524000,346.807604,0.118675,
FR-Cap,43.1597180,6.6210730,FR-Bany,42.4822000,3.1275000,245.8988471,0.118643,
FR-Bany,42.4822000,3.1275000,FR-Cap,43.1597180,6.6210730,245.8988471,0.118643,
FR-Cotes,48.5452000,-3.3963000,FR-Bany,42.4822000,3.1275000,615.3337765,0.118392,
FR-Bany,42.4822000,3.1275000,FR-Cotes,48.5452000,-3.3963000,615.3337765,0.118392,
ES-Can,43.3101810,-4.0745710,ES-Cuen,40.0202690,-1.8215450,275.3036848,0.118354,
ES-Cuen,40.0202690,-1.8215450,ES-Can,43.3101810,-4.0745710,275.3036848,0.118354,
SC-Inv,57.4574000,-4.2351000,EN-Kent,51.1269000,1.2578000,578.9813427,0.118256,
DE-Grobenhaim,51.2833330,13.5500000,NO-Vest,59.4656000,10.0877000,602.8736913,0.117619,
NO-Vest,59.4656000,10.0877000,DE-Grobenhaim,51.2833330,13.5500000,602.8736913,0.117619,
ES-Ast,43.1700000,-6.5000000,FR-Cap,43.1597180,6.6210730,906.7726512,0.117197,
FR-Cap,43.1597180,6.6210730,ES-Ast,43.1700000,-6.5000000,906.7726512,0.117197,
EN-Kent,51.1269000,1.2578000,FR-Cotes,48.5452000,-3.3963000,367.7682793,0.117166,
FR-Mont,43.5986100,3.8969400,EN-Kent,51.1269000,1.2578000,550.7675714,0.117166,
ES-Avi,40.1371230,-5.2501880,SE-Ska,56.0000000,14.1000000,1723.72399,0.117073,
SE-Ska,56.0000000,14.1000000,ES-Avi,40.1371230,-5.2501880,1723.72399,0.117073,
ES-Sal,40.9777810,-5.9651370,PT-Cast,39.7010980,-7.3040680,127.4444204,0.116905,
PT-Cast,39.7010980,-7.3040680,ES-Sal,40.9777810,-5.9651370,127.4444204,0.116905,
FR-Mont,43.5986100,3.8969400,NO-Rog,58.9833000,5.5667000,1065.788127,0.116828,
NO-Rog,58.9833000,5.5667000,FR-Mont,43.5986100,3.8969400,1065.788127,0.116828,
FR-Somme,50.0833000,1.5667000,SE-Ska,56.0000000,14.1000000,955.8305545,0.116709,
SE-Ska,56.0000000,14.1000000,FR-Somme,50.0833000,1.5667000,955.8305545,0.116709,
DE-Grobenhaim,51.2833330,13.5500000,ES-Cat,41.7856000,2.3912000,1007.867295,0.116544,
ES-Cat,41.7856000,2.3912000,DE-Grobenhaim,51.2833330,13.5500000,1007.867295,0.116544,
DE-Grobenhaim,51.2833330,13.5500000,FR-Somme,50.0833000,1.5667000,832.1980909,0.11636,
FR-Somme,50.0833000,1.5667000,DE-Grobenhaim,51.2833330,13.5500000,832.1980909,0.11636,
DE-Nordfriesland,54.4858000,9.0524000,FR-Haute,45.7959000,1.1346000,810.3271594,0.116259,
FR-Haute,45.7959000,1.1346000,DE-Nordfriesland,54.4858000,9.0524000,810.3271594,0.116259,
FR-Bany,42.4822000,3.1275000,PT-Port,41.3194460,-8.7355600,823.7386387,0.116219,
PT-Port,41.3194460,-8.7355600,FR-Bany,42.4822000,3.1275000,823.7386387,0.116219,
BE-Ardennes,50.2500000,5.6666700,BE-Namur,50.6474000,4.8720000,61.35042226,0.116145,
BE-Namur,50.6474000,4.8720000,BE-Ardennes,50.2500000,5.6666700,61.35042226,0.116145,
EN-Suffolk,52.3362000,0.5246000,FR-Mont,43.5986100,3.8969400,646.7506627,0.115925,
FR-Mont,43.5986100,3.8969400,EN-Suffolk,52.3362000,0.5246000,646.7506627,0.115925,
FR-Clerm,46.0811000,3.0321000,FR-Bany,42.4822000,3.1275000,248.4412513,0.115883,
FR-Bany,42.4822000,3.1275000,FR-Clerm,46.0811000,3.0321000,248.4412513,0.115883,
ES-Avi,40.1371230,-5.2501880,FR-Bany,42.4822000,3.1275000,601.1742905,0.115761,
FR-Bany,42.4822000,3.1275000,ES-Avi,40.1371230,-5.2501880,601.1742905,0.115761,
EN-Suffolk,52.3362000,0.5246000,SC-Edim,55.9575000,-3.2581000,361.8150424,0.115424,
SC-Edim,55.9575000,-3.2581000,EN-Suffolk,52.3362000,0.5246000,361.8150424,0.115424,
EN-Cumbria,54.2030000,-2.9520000,EN-Kent,51.1269000,1.2578000,360.28112,0.11494,
ES-Avi,40.1371230,-5.2501880,ES-Sal,40.9777810,-5.9651370,76.05346947,0.114876,
ES-Sal,40.9777810,-5.9651370,ES-Avi,40.1371230,-5.2501880,76.05346947,0.114876,
ES-Can,43.3101810,-4.0745710,FR-Clerm,46.0811000,3.0321000,527.0926688,0.114873,
FR-Clerm,46.0811000,3.0321000,ES-Can,43.3101810,-4.0745710,527.0926688,0.114873,
EN-Worcestershire,52.3748000,-1.9588000,ES-Cat,41.7856000,2.3912000,790.9727482,0.114643,
ES-Cat,41.7856000,2.3912000,EN-Worcestershire,52.3748000,-1.9588000,790.9727482,0.114643,
BE-Ardennes,50.2500000,5.6666700,DE-Grobenhaim,51.2833330,13.5500000,549.3252159,0.11434,
