Pop,Longitude,Latitude,Pop,Longitude,Latitude,Distance,Fst,Group
PL-Bob,16.567544,53.923758,DE-Eber,13.8331,52.8331,135.5894532,0.136066,NS
DE-Gota,10.7183,50.9489,RO-Rete,22.9043,45.3707,679.9575352,0.13596,N
RO-Rete,22.9043,45.3707,DE-Gota,10.7183,50.9489,679.9575352,0.13596,N
FR-Clermont,3.0321,46.0811,FR-Ver,5.5301,43.5986,210.7293358,0.135795,N
FR-Ver,5.5301,43.5986,FR-Clermont,3.0321,46.0811,210.7293358,0.135795,N
AT,9.7859,47.216,DE-Biel,8.5167,52.0167,336.584625,0.135789,N
DE-Biel,8.5167,52.0167,AT,9.7859,47.216,336.584625,0.135789,N
FR-Clermont,3.0321,46.0811,RU-Vor,39.2089,51.6755,1670.615014,0.135785,N
RU-Vor,39.2089,51.6755,FR-Clermont,3.0321,46.0811,1670.615014,0.135785,N
EN-Kent,0.4527,51.2468,LT-Luk,26.2019,55.8502,1096.777479,0.135599,N
LT-Luk,26.2019,55.8502,EN-Kent,0.4527,51.2468,1096.777479,0.135599,N
LT-Juod,21.1087,55.5198,PL-Sier,17.474509,54.09711,174.9418413,0.13516,NS
PL-Sier,17.474509,54.09711,LT-Juod,21.1087,55.5198,174.9418413,0.13516,NS
ES-Cat,2.3912,41.7856,IT-Cal,15.65,38.1144,745.8861847,0.134894,N
IT-Cal,15.65,38.1144,ES-Cat,2.3912,41.7856,745.8861847,0.134894,N
DK,9.5018,56.2639,SE-Karl,15.5861,56.1603,233.8677277,0.134705,N
SE-Karl,15.5861,56.1603,DK,9.5018,56.2639,233.8677277,0.134705,N
FR-Ver,5.5301,43.5986,LT-Petk,24.834829,54.657314,1153.355258,0.134588,N
LT-Petk,24.834829,54.657314,FR-Ver,5.5301,43.5986,1153.355258,0.134588,N
ES-Cat,2.3912,41.7856,IT-Abru,13.9275,42.4576,592.700237,0.13458,N
IT-Abru,13.9275,42.4576,ES-Cat,2.3912,41.7856,592.700237,0.13458,N
LT-Petk,24.834829,54.657314,SE-Fal,15.6275,60.606,532.9043911,0.134452,N
SE-Fal,15.6275,60.606,LT-Petk,24.834829,54.657314,532.9043911,0.134452,N
EN-Suff,0.5151,52.3476,LT-Birz,24.6141,55.9825,1001.208352,0.13444,N
LT-Birz,24.6141,55.9825,EN-Suff,0.5151,52.3476,1001.208352,0.13444,N
DE-Brem,8.5809,53.5396,PL-Bob,16.567544,53.923758,327.4129762,0.134384,NS
PL-Bob,16.567544,53.923758,DE-Brem,8.5809,53.5396,327.4129762,0.134384,NS
DE-Hors,9.6201,53.8072,PL-Dzie,14.99795,52.731386,234.3040937,0.134345,NS
PL-Dzie,14.99795,52.731386,DE-Hors,9.6201,53.8072,234.3040937,0.134345,NS
EN-Kent,0.4527,51.2468,PL-Bies,22.5089,49.3556,978.5787595,0.134301,NS
PL-Bies,22.5089,49.3556,EN-Kent,0.4527,51.2468,978.5787595,0.134301,NS
DE-Leis,12.9285,51.1577,RU-Berez,30.6179,52.6934,759.3447837,0.134252,N
RU-Berez,30.6179,52.6934,DE-Leis,12.9285,51.1577,759.3447837,0.134252,N
FR-Ser,2.3373,45.3602,LT-Juod,21.1087,55.5198,1078.093012,0.134159,N
LT-Juod,21.1087,55.5198,FR-Ser,2.3373,45.3602,1078.093012,0.134159,N
DE-Brem,8.5809,53.5396,RU-Spet,30.3351,59.9343,929.4732276,0.134094,N
RU-Spet,30.3351,59.9343,DE-Brem,8.5809,53.5396,929.4732276,0.134094,N
DE-Bad,11.9383,52.9546,FR-Clermont,3.0321,46.0811,619.7894201,0.134055,N
FR-Clermont,3.0321,46.0811,DE-Bad,11.9383,52.9546,619.7894201,0.134055,N
PL-JDru,19.415628,54.127153,RU-Vol,44.4525,48.681,1135.934808,0.133959,SN
RU-Vol,44.4525,48.681,PL-JDru,19.415628,54.127153,1135.934808,0.133959,NS
SE-Sua,18.6435,60.1282,SK-Bies,22.4522,49.37417,758.2390289,0.133937,N
SK-Bies,22.4522,49.37417,SE-Sua,18.6435,60.1282,758.2390289,0.133937,N
DE-Bad,11.9383,52.9546,PL-Hack,23.1793,52.8344,468.2525951,0.1339,NS
PL-Hack,23.1793,52.8344,DE-Bad,11.9383,52.9546,468.2525951,0.1339,N
DE-Leis,12.9285,51.1577,RU-Spet,30.3351,59.9343,906.6124148,0.133761,N
RU-Spet,30.3351,59.9343,DE-Leis,12.9285,51.1577,906.6124148,0.133761,N
DE-Ben,12.1656,52.9098,DE-Gotn,9.9356,51.5339,133.9819464,0.133492,N
DE-Gotn,9.9356,51.5339,DE-Ben,12.1656,52.9098,133.9819464,0.133492,N
MK-Pel,21.1844,41.0033,PL-Bob,16.567544,53.923758,918.0943157,0.133456,NS
PL-Bob,16.567544,53.923758,MK-Pel,21.1844,41.0033,918.0943157,0.133456,NS
DE-Eber,13.8331,52.8331,RO-Rete,22.9043,45.3707,658.0465168,0.13335,N
RO-Rete,22.9043,45.3707,DE-Eber,13.8331,52.8331,658.0465168,0.13335,N
DE-Biel,8.5167,52.0167,SK-Bies,22.4522,49.37417,635.6406002,0.133331,N
SK-Bies,22.4522,49.37417,DE-Biel,8.5167,52.0167,635.6406002,0.133331,N
GR-Mac,22.4511,40.9469,PL-Hack,23.1793,52.8344,822.2305898,0.133293,NS
PL-Hack,23.1793,52.8344,GR-Mac,22.4511,40.9469,822.2305898,0.133293,N
DE-Biel,8.5167,52.0167,DE-Gota,10.7183,50.9489,120.0872969,0.133265,N
DE-Gota,10.7183,50.9489,DE-Biel,8.5167,52.0167,120.0872969,0.133265,N
DE-Rech,13.7373,51.0504,Sl-Glaz,14.686,45.6713,374.2741251,0.133153,N
Sl-Glaz,14.686,45.6713,DE-Rech,13.7373,51.0504,374.2741251,0.133153,N
LT-Juod,21.1087,55.5198,PL-Ostr,19.958726,53.741945,131.1890356,0.13294,NS
PL-Ostr,19.958726,53.741945,LT-Juod,21.1087,55.5198,131.1890356,0.13294,NS
DE-Leis,12.9285,51.1577,PL-Bob,16.567544,53.923758,244.7512887,0.132587,NS
PL-Bob,16.567544,53.923758,DE-Leis,12.9285,51.1577,244.7512887,0.132587,NS
DE-Biel,8.5167,52.0167,DE-Rech,13.7373,51.0504,234.0931611,0.132576,N
DE-Rech,13.7373,51.0504,DE-Biel,8.5167,52.0167,234.0931611,0.132576,N
DE-Luck,12.3327,51.0947,RO-Rete,22.9043,45.3707,626.0927208,0.132487,N
RO-Rete,22.9043,45.3707,DE-Luck,12.3327,51.0947,626.0927208,0.132487,N
EN-Shro,-2.9984,52.49,PL-Hack,23.1793,52.8344,1091.417543,0.132383,N
PL-Hack,23.1793,52.8344,EN-Shro,-2.9984,52.49,1091.417543,0.132383,N
DE-Hors,9.6201,53.8072,PL-Sier,17.474509,54.09711,319.8805341,0.13207,NS
PL-Sier,17.474509,54.09711,DE-Hors,9.6201,53.8072,319.8805341,0.13207,NS
FR-Clermont,3.0321,46.0811,SE-Fal,15.6275,60.606,1125.89269,0.132002,N
SE-Fal,15.6275,60.606,FR-Clermont,3.0321,46.0811,1125.89269,0.132002,N
GR-Vern,20.7643,39.5706,PL-Hack,23.1793,52.8344,923.7468575,0.131952,N
PL-Hack,23.1793,52.8344,GR-Vern,20.7643,39.5706,923.7468575,0.131952,N
DE-Biel,8.5167,52.0167,LT-Juod,21.1087,55.5198,567.3785501,0.131935,N
LT-Juod,21.1087,55.5198,DE-Biel,8.5167,52.0167,567.3785501,0.131935,N
EN-Suff,0.5151,52.3476,FR-Clermont,3.0321,46.0811,447.6505489,0.131855,N
FR-Clermont,3.0321,46.0811,EN-Suff,0.5151,52.3476,447.6505489,0.131855,N
FR-Clermont,3.0321,46.0811,IT-Abru,13.9275,42.4576,593.8097463,0.131849,N
IT-Abru,13.9275,42.4576,FR-Clermont,3.0321,46.0811,593.8097463,0.131849,N
DE-Brem,8.5809,53.5396,RO-Rete,22.9043,45.3707,853.1765124,0.131793,N
RO-Rete,22.9043,45.3707,DE-Brem,8.5809,53.5396,853.1765124,0.131793,N
ES-Ast,-6.5,43.17,LT-Birz,24.6141,55.9825,1630.549329,0.131773,N
LT-Birz,24.6141,55.9825,ES-Ast,-6.5,43.17,1630.549329,0.131773,N
FR-Clermont,3.0321,46.0811,PL-Ostr,19.958726,53.741945,917.0070639,0.131737,NS
PL-Ostr,19.958726,53.741945,FR-Clermont,3.0321,46.0811,917.0070639,0.131737,NS
FR-Clermont,3.0321,46.0811,PL-Dzie,14.99795,52.731386,706.0397444,0.131736,NS
PL-Dzie,14.99795,52.731386,FR-Clermont,3.0321,46.0811,706.0397444,0.131736,NS
EN-Kent,0.4527,51.2468,LT-Petk,24.834829,54.657314,1036.49496,0.131708,N
LT-Petk,24.834829,54.657314,EN-Kent,0.4527,51.2468,1036.49496,0.131708,N
SE-Karl,15.5861,56.1603,Sl-Odo,14.028,45.5942,733.3075396,0.13162,N
Sl-Odo,14.028,45.5942,SE-Karl,15.5861,56.1603,733.3075396,0.13162,N
DE-Gotn,9.9356,51.5339,DE-Luck,12.3327,51.0947,107.8959591,0.131592,N
DE-Luck,12.3327,51.0947,DE-Gotn,9.9356,51.5339,107.8959591,0.131592,N
DE-Rech,13.7373,51.0504,RU-Berez,30.6179,52.6934,727.4307334,0.131388,N
RU-Berez,30.6179,52.6934,DE-Rech,13.7373,51.0504,727.4307334,0.131388,N
DE-Biel,8.5167,52.0167,SK-Kos,21.863,48.7161,629.8615456,0.131344,N
SK-Kos,21.863,48.7161,DE-Biel,8.5167,52.0167,629.8615456,0.131344,N
DE-Luck,12.3327,51.0947,DK,9.5018,56.2639,375.4755629,0.13109,N
DK,9.5018,56.2639,DE-Luck,12.3327,51.0947,375.4755629,0.13109,N
LT-Luk,26.2019,55.8502,SE-Karl,15.5861,56.1603,410.3418478,0.130793,N
SE-Karl,15.5861,56.1603,LT-Luk,26.2019,55.8502,410.3418478,0.130793,N
DE-Gota,10.7183,50.9489,PL-Bob,16.567544,53.923758,320.7500742,0.130766,NS
PL-Bob,16.567544,53.923758,DE-Gota,10.7183,50.9489,320.7500742,0.130766,NS
PL-Hack,23.1793,52.8344,RU-Vol,44.4525,48.681,969.1598798,0.130583,N
RU-Vol,44.4525,48.681,PL-Hack,23.1793,52.8344,969.1598798,0.130583,N
EN-Shro,-2.9984,52.49,LT-Luk,26.2019,55.8502,1194.471573,0.13058,N
LT-Luk,26.2019,55.8502,EN-Shro,-2.9984,52.49,1194.471573,0.13058,N
DE-Leis,12.9285,51.1577,DK,9.5018,56.2639,379.5784936,0.130505,N
DK,9.5018,56.2639,DE-Leis,12.9285,51.1577,379.5784936,0.130505,N
DE-Ben,12.1656,52.9098,PL-Olk,19.576457,50.216353,368.5362738,0.130463,NS
PL-Olk,19.576457,50.216353,DE-Ben,12.1656,52.9098,368.5362738,0.130463,NS
PL-Hack,23.1793,52.8344,RO-Mar,22.5417,45.3986,514.6769749,0.130203,N
RO-Mar,22.5417,45.3986,PL-Hack,23.1793,52.8344,514.6769749,0.130203,N
DE-Hors,9.6201,53.8072,SE-Sua,18.6435,60.1282,552.4993732,0.130171,N
SE-Sua,18.6435,60.1282,DE-Hors,9.6201,53.8072,552.4993732,0.130171,N
ES-Ast,-6.5,43.17,PL-Hack,23.1793,52.8344,1511.667993,0.130114,N
PL-Hack,23.1793,52.8344,ES-Ast,-6.5,43.17,1511.667993,0.130114,N
EN-Suff,0.5151,52.3476,LT-Nem,23.9971,54.5886,973.6155224,0.13,N
LT-Nem,23.9971,54.5886,EN-Suff,0.5151,52.3476,973.6155224,0.13,N
DE-Gotn,9.9356,51.5339,DE-Leis,12.9285,51.1577,131.7720406,0.129922,N
DE-Leis,12.9285,51.1577,DE-Gotn,9.9356,51.5339,131.7720406,0.129922,N
PL-Bies,22.5089,49.3556,SE-Karl,15.5861,56.1603,551.632592,0.129874,NS
SE-Karl,15.5861,56.1603,PL-Bies,22.5089,49.3556,551.632592,0.129874,NS
PL-JDru,19.415628,54.127153,RU-Vor,39.2089,51.6755,839.3539496,0.129861,SN
RU-Vor,39.2089,51.6755,PL-JDru,19.415628,54.127153,839.3539496,0.129861,NS
DE-Ben,12.1656,52.9098,PL-Swie,20.926346,50.895887,398.3212868,0.129782,NS
PL-Swie,20.926346,50.895887,DE-Ben,12.1656,52.9098,398.3212868,0.129782,NS
AT,9.7859,47.216,DE-Gotn,9.9356,51.5339,298.4776838,0.12975,N
DE-Gotn,9.9356,51.5339,AT,9.7859,47.216,298.4776838,0.12975,N
AT,9.7859,47.216,RO-Rete,22.9043,45.3707,638.4545106,0.129645,N
RO-Rete,22.9043,45.3707,AT,9.7859,47.216,638.4545106,0.129645,N
DE-Hors,9.6201,53.8072,EN-Shro,-2.9984,52.49,530.1222686,0.129602,N
EN-Shro,-2.9984,52.49,DE-Hors,9.6201,53.8072,530.1222686,0.129602,N
PL-JDru,19.415628,54.127153,RU-Tall,24.7536,59.437,418.6180926,0.129531,SN
RU-Tall,24.7536,59.437,PL-JDru,19.415628,54.127153,418.6180926,0.129531,NS
DE-Rech,13.7373,51.0504,DK,9.5018,56.2639,399.6963332,0.129477,N
DK,9.5018,56.2639,DE-Rech,13.7373,51.0504,399.6963332,0.129477,N
LT-Juod,21.1087,55.5198,Sl-Glaz,14.686,45.6713,735.8691483,0.129396,N
Sl-Glaz,14.686,45.6713,LT-Juod,21.1087,55.5198,735.8691483,0.129396,N
DE-Rech,13.7373,51.0504,RU-Spet,30.3351,59.9343,889.371153,0.129272,N
RU-Spet,30.3351,59.9343,DE-Rech,13.7373,51.0504,889.371153,0.129272,N
DE-Eber,13.8331,52.8331,DE-Gotn,9.9356,51.5339,187.939859,0.129217,N
DE-Gotn,9.9356,51.5339,DE-Eber,13.8331,52.8331,187.939859,0.129217,N
ES-Ast,-6.5,43.17,LT-Nem,23.9971,54.5886,1576.904182,0.129154,N
LT-Nem,23.9971,54.5886,ES-Ast,-6.5,43.17,1576.904182,0.129154,N
GR-Mac,22.4511,40.9469,LT-Luk,26.2019,55.8502,1043.829742,0.128919,N
LT-Luk,26.2019,55.8502,GR-Mac,22.4511,40.9469,1043.829742,0.128919,N
DE-Biel,8.5167,52.0167,DE-Brem,8.5809,53.5396,105.2789206,0.128768,N
DE-Brem,8.5809,53.5396,DE-Biel,8.5167,52.0167,105.2789206,0.128768,N
MK-Pel,21.1844,41.0033,PL-Olk,19.576457,50.216353,641.3821365,0.128725,NS
PL-Olk,19.576457,50.216353,MK-Pel,21.1844,41.0033,641.3821365,0.128725,NS
AT,9.7859,47.216,DK,9.5018,56.2639,625.399894,0.128627,N
DK,9.5018,56.2639,AT,9.7859,47.216,625.399894,0.128627,N
LT-Birz,24.6141,55.9825,SE-Fal,15.6275,60.606,456.0238707,0.128624,N
SE-Fal,15.6275,60.606,LT-Birz,24.6141,55.9825,456.0238707,0.128624,N
DE-Luck,12.3327,51.0947,PL-Swie,20.926346,50.895887,373.8251252,0.128389,NS
PL-Swie,20.926346,50.895887,DE-Luck,12.3327,51.0947,373.8251252,0.128389,NS
DE-Leis,12.9285,51.1577,RO-Rete,22.9043,45.3707,607.7954356,0.128326,N
RO-Rete,22.9043,45.3707,DE-Leis,12.9285,51.1577,607.7954356,0.128326,N
DE-Hors,9.6201,53.8072,Sl-Glaz,14.686,45.6713,605.6879009,0.128237,N
Sl-Glaz,14.686,45.6713,DE-Hors,9.6201,53.8072,605.6879009,0.128237,N
SE-Karl,15.5861,56.1603,PL-Hack,23.1793,52.8344,381.3513558,0.12818,NS
PL-Hack,23.1793,52.8344,SE-Karl,15.5861,56.1603,381.3513558,0.12818,N
LT-Juod,21.1087,55.5198,SE-Sua,18.6435,60.1282,331.0887909,0.128073,N
SE-Sua,18.6435,60.1282,LT-Juod,21.1087,55.5198,331.0887909,0.128073,N
FR-Ser,2.3373,45.3602,PL-JDru,19.415628,54.127153,969.7275366,0.127863,NS
PL-JDru,19.415628,54.127153,FR-Ser,2.3373,45.3602,969.7275366,0.127863,NS
ES-Cat,2.3912,41.7856,FR-Clermont,3.0321,46.0811,298.5594757,0.127855,N
FR-Clermont,3.0321,46.0811,ES-Cat,2.3912,41.7856,298.5594757,0.127855,N
GR-Vern,20.7643,39.5706,LT-Luk,26.2019,55.8502,1152.237566,0.127844,N
LT-Luk,26.2019,55.8502,GR-Vern,20.7643,39.5706,1152.237566,0.127844,N
SE-Nass,14.6974,57.6521,Sl-Odo,14.028,45.5942,833.7827017,0.127816,N
Sl-Odo,14.028,45.5942,SE-Nass,14.6974,57.6521,833.7827017,0.127816,N
MK-Pel,21.1844,41.0033,PL-Swie,20.926346,50.895887,683.7691127,0.127785,NS
PL-Swie,20.926346,50.895887,MK-Pel,21.1844,41.0033,683.7691127,0.127785,NS
DK,9.5018,56.2639,PL-JDru,19.415628,54.127153,417.5452806,0.127653,NS
PL-JDru,19.415628,54.127153,DK,9.5018,56.2639,417.5452806,0.127653,NS
EN-Shro,-2.9984,52.49,Sl-Odo,14.028,45.5942,903.2951851,0.127604,N
Sl-Odo,14.028,45.5942,EN-Shro,-2.9984,52.49,903.2951851,0.127604,N
DE-Eber,13.8331,52.8331,PL-Olk,19.576457,50.216353,305.9321107,0.127527,NS
PL-Olk,19.576457,50.216353,DE-Eber,13.8331,52.8331,305.9321107,0.127527,NS
DE-Gotn,9.9356,51.5339,SK-Bies,22.4522,49.37417,569.8086668,0.127416,N
SK-Bies,22.4522,49.37417,DE-Gotn,9.9356,51.5339,569.8086668,0.127416,N
FR-Ver,5.5301,43.5986,PL-Hack,23.1793,52.8344,1028.672478,0.127235,N
PL-Hack,23.1793,52.8344,FR-Ver,5.5301,43.5986,1028.672478,0.127235,N
EN-Shro,-2.9984,52.49,PL-Bies,22.5089,49.3556,1125.885034,0.127189,NS
PL-Bies,22.5089,49.3556,EN-Shro,-2.9984,52.49,1125.885034,0.127189,NS
FR-Ver,5.5301,43.5986,LT-Birz,24.6141,55.9825,1199.489973,0.127165,N
LT-Birz,24.6141,55.9825,FR-Ver,5.5301,43.5986,1199.489973,0.127165,N
RU-Berez,30.6179,52.6934,SK-Kos,21.863,48.7161,471.0430302,0.127008,N
SK-Kos,21.863,48.7161,RU-Berez,30.6179,52.6934,471.0430302,0.127008,N
DE-Gota,10.7183,50.9489,DK,9.5018,56.2639,370.6652372,0.126851,N
DK,9.5018,56.2639,DE-Gota,10.7183,50.9489,370.6652372,0.126851,N
DE-Bad,11.9383,52.9546,Sl-Odo,14.028,45.5942,517.2560028,0.12678,N
Sl-Odo,14.028,45.5942,DE-Bad,11.9383,52.9546,517.2560028,0.12678,N
ES-Cat,2.3912,41.7856,PL-Wielk,17.09,52.2468,997.4762562,0.126729,N
PL-Wielk,17.09,52.2468,ES-Cat,2.3912,41.7856,997.4762562,0.126729,N
RU-Vor,39.2089,51.6755,PL-Hack,23.1793,52.8344,681.3910783,0.126667,NS
PL-Hack,23.1793,52.8344,RU-Vor,39.2089,51.6755,681.3910783,0.126667,N
MK-Pel,21.1844,41.0033,Sl-Glaz,14.686,45.6713,458.7910933,0.126602,N
Sl-Glaz,14.686,45.6713,MK-Pel,21.1844,41.0033,458.7910933,0.126602,N
RU-Tall,24.7536,59.437,PL-Hack,23.1793,52.8344,460.2688379,0.126579,NS
PL-Hack,23.1793,52.8344,RU-Tall,24.7536,59.437,460.2688379,0.126579,N
DK,9.5018,56.2639,LT-Luk,26.2019,55.8502,643.4701396,0.126481,N
LT-Luk,26.2019,55.8502,DK,9.5018,56.2639,643.4701396,0.126481,N
DE-Hors,9.6201,53.8072,RU-Berez,30.6179,52.6934,868.4331688,0.126444,N
RU-Berez,30.6179,52.6934,DE-Hors,9.6201,53.8072,868.4331688,0.126444,N
DE-Luck,12.3327,51.0947,PL-Olk,19.576457,50.216353,322.984295,0.126399,NS
PL-Olk,19.576457,50.216353,DE-Luck,12.3327,51.0947,322.984295,0.126399,NS
LT-Luk,26.2019,55.8502,RO-Mar,22.5417,45.3986,739.6341126,0.126343,N
RO-Mar,22.5417,45.3986,LT-Luk,26.2019,55.8502,739.6341126,0.126343,N
LT-Petk,24.834829,54.657314,SE-Karl,15.5861,56.1603,377.1067471,0.126114,N
SE-Karl,15.5861,56.1603,LT-Petk,24.834829,54.657314,377.1067471,0.126114,N
EN-Shro,-2.9984,52.49,LT-Petk,24.834829,54.657314,1144.238661,0.126056,N
LT-Petk,24.834829,54.657314,EN-Shro,-2.9984,52.49,1144.238661,0.126056,N
DE-Eber,13.8331,52.8331,DK,9.5018,56.2639,293.7424346,0.125916,N
DK,9.5018,56.2639,DE-Eber,13.8331,52.8331,293.7424346,0.125916,N
PL-Dzie,14.99795,52.731386,PL-JDru,19.415628,54.127153,205.8421929,0.125777,SS
PL-JDru,19.415628,54.127153,PL-Dzie,14.99795,52.731386,205.8421929,0.125777,SN
DE-Bad,11.9383,52.9546,PL-Bies,22.5089,49.3556,520.6237708,0.125768,NS
PL-Bies,22.5089,49.3556,DE-Bad,11.9383,52.9546,520.6237708,0.125768,NS
DE-Bad,11.9383,52.9546,LT-Luk,26.2019,55.8502,606.3545265,0.125727,N
LT-Luk,26.2019,55.8502,DE-Bad,11.9383,52.9546,606.3545265,0.125727,N
DE-Hors,9.6201,53.8072,FR-Ser,2.3373,45.3602,667.9618688,0.12555,N
FR-Ser,2.3373,45.3602,DE-Hors,9.6201,53.8072,667.9618688,0.12555,N
DE-Gotn,9.9356,51.5339,SK-Kos,21.863,48.7161,562.4021732,0.125549,N
SK-Kos,21.863,48.7161,DE-Gotn,9.9356,51.5339,562.4021732,0.125549,N
DE-Gota,10.7183,50.9489,DE-Gotn,9.9356,51.5339,52.73598991,0.125496,N
DE-Gotn,9.9356,51.5339,DE-Gota,10.7183,50.9489,52.73598991,0.125496,N
RU-Spet,30.3351,59.9343,SK-Bies,22.4522,49.37417,793.6316972,0.125457,N
SK-Bies,22.4522,49.37417,RU-Spet,30.3351,59.9343,793.6316972,0.125457,N
SK-Kos,21.863,48.7161,Sl-Glaz,14.686,45.6713,397.0759487,0.125434,N
Sl-Glaz,14.686,45.6713,SK-Kos,21.863,48.7161,397.0759487,0.125434,N
EN-Kent,0.4527,51.2468,LT-Birz,24.6141,55.9825,1036.898737,0.125418,N
LT-Birz,24.6141,55.9825,EN-Kent,0.4527,51.2468,1036.898737,0.125418,N
DE-Ben,12.1656,52.9098,DK,9.5018,56.2639,255.1169603,0.125388,N
DK,9.5018,56.2639,DE-Ben,12.1656,52.9098,255.1169603,0.125388,N
FR-Clermont,3.0321,46.0811,PL-Sier,17.474509,54.09711,843.8834272,0.125155,NS
PL-Sier,17.474509,54.09711,FR-Clermont,3.0321,46.0811,843.8834272,0.125155,NS
DE-Hors,9.6201,53.8072,SE-Karl,15.5861,56.1603,286.9238129,0.125154,N
SE-Karl,15.5861,56.1603,DE-Hors,9.6201,53.8072,286.9238129,0.125154,N
LT-Nem,23.9971,54.5886,SE-Fal,15.6275,60.606,517.8153964,0.125139,N
SE-Fal,15.6275,60.606,LT-Nem,23.9971,54.5886,517.8153964,0.125139,N
IT-Abru,13.9275,42.4576,PL-Wielk,17.09,52.2468,692.3500813,0.125122,N
PL-Wielk,17.09,52.2468,IT-Abru,13.9275,42.4576,692.3500813,0.125122,N
PL-Bies,22.5089,49.3556,SE-Nass,14.6974,57.6521,656.167754,0.125074,NS
SE-Nass,14.6974,57.6521,PL-Bies,22.5089,49.3556,656.167754,0.125074,NS
DE-Hors,9.6201,53.8072,RO-Rete,22.9043,45.3707,830.6042512,0.125029,N
RO-Rete,22.9043,45.3707,DE-Hors,9.6201,53.8072,830.6042512,0.125029,N
EN-Kent,0.4527,51.2468,FR-Clermont,3.0321,46.0811,375.842157,0.124887,N
FR-Clermont,3.0321,46.0811,EN-Kent,0.4527,51.2468,375.842157,0.124887,N
DE-Hors,9.6201,53.8072,SE-Nass,14.6974,57.6521,330.9311634,0.124802,N
SE-Nass,14.6974,57.6521,DE-Hors,9.6201,53.8072,330.9311634,0.124802,N
DE-Gotn,9.9356,51.5339,DE-Rech,13.7373,51.0504,167.6396256,0.124736,N
DE-Rech,13.7373,51.0504,DE-Gotn,9.9356,51.5339,167.6396256,0.124736,N
DE-Eber,13.8331,52.8331,PL-Swie,20.926346,50.895887,330.8066763,0.124731,NS
PL-Swie,20.926346,50.895887,DE-Eber,13.8331,52.8331,330.8066763,0.124731,NS
DE-Rech,13.7373,51.0504,PL-Bob,16.567544,53.923758,231.5099889,0.124655,NS
PL-Bob,16.567544,53.923758,DE-Rech,13.7373,51.0504,231.5099889,0.124655,NS
DE-Leis,12.9285,51.1577,PL-Olk,19.576457,50.216353,298.1415226,0.124623,NS
PL-Olk,19.576457,50.216353,DE-Leis,12.9285,51.1577,298.1415226,0.124623,NS
FR-Ver,5.5301,43.5986,LT-Nem,23.9971,54.5886,1122.97141,0.124619,N
LT-Nem,23.9971,54.5886,FR-Ver,5.5301,43.5986,1122.97141,0.124619,N
PL-Ryj,18.945785,53.853784,PL-Hack,23.1793,52.8344,188.3009323,0.124602,SN
PL-Hack,23.1793,52.8344,PL-Ryj,18.945785,53.853784,188.3009323,0.124602,NS
RU-Spet,30.3351,59.9343,SK-Kos,21.863,48.7161,845.5426034,0.124574,N
SK-Kos,21.863,48.7161,RU-Spet,30.3351,59.9343,845.5426034,0.124574,N
SK-Bies,22.4522,49.37417,Sl-Glaz,14.686,45.6713,443.3123322,0.12448,N
Sl-Glaz,14.686,45.6713,SK-Bies,22.4522,49.37417,443.3123322,0.12448,N
PL-Bob,16.567544,53.923758,SK-Kos,21.863,48.7161,426.150677,0.12445,SN
SK-Kos,21.863,48.7161,PL-Bob,16.567544,53.923758,426.150677,0.12445,NS
FR-Clermont,3.0321,46.0811,SE-Sua,18.6435,60.1282,1160.575722,0.124445,N
SE-Sua,18.6435,60.1282,FR-Clermont,3.0321,46.0811,1160.575722,0.124445,N
GR-Mac,22.4511,40.9469,LT-Petk,24.834829,54.657314,953.7963405,0.124428,N
LT-Petk,24.834829,54.657314,GR-Mac,22.4511,40.9469,953.7963405,0.124428,N
DE-Hors,9.6201,53.8072,RU-Spet,30.3351,59.9343,884.3566123,0.124379,N
RU-Spet,30.3351,59.9343,DE-Hors,9.6201,53.8072,884.3566123,0.124379,N
DK,9.5018,56.2639,PL-Hack,23.1793,52.8344,595.9581733,0.124246,N
PL-Hack,23.1793,52.8344,DK,9.5018,56.2639,595.9581733,0.124246,N
LT-Luk,26.2019,55.8502,SE-Nass,14.6974,57.6521,452.7165792,0.124193,N
SE-Nass,14.6974,57.6521,LT-Luk,26.2019,55.8502,452.7165792,0.124193,N
RU-Berez,30.6179,52.6934,SK-Bies,22.4522,49.37417,422.1726837,0.124126,N
SK-Bies,22.4522,49.37417,RU-Berez,30.6179,52.6934,422.1726837,0.124126,N
FR-Clermont,3.0321,46.0811,RU-Berez,30.6179,52.6934,1312.596213,0.124125,N
RU-Berez,30.6179,52.6934,FR-Clermont,3.0321,46.0811,1312.596213,0.124125,N
PL-JDru,19.415628,54.127153,PL-Ryj,18.945785,53.853784,26.85740013,0.123927,SS
PL-Ryj,18.945785,53.853784,PL-JDru,19.415628,54.127153,26.85740013,0.123927,SS
DE-Rech,13.7373,51.0504,RO-Rete,22.9043,45.3707,575.6639168,0.123744,N
RO-Rete,22.9043,45.3707,DE-Rech,13.7373,51.0504,575.6639168,0.123744,N
PL-Hack,23.1793,52.8344,SE-Nass,14.6974,57.6521,471.0701316,0.123731,N
SE-Nass,14.6974,57.6521,PL-Hack,23.1793,52.8344,471.0701316,0.123731,N
DE-Gotn,9.9356,51.5339,LT-Juod,21.1087,55.5198,534.3944122,0.12362,N
LT-Juod,21.1087,55.5198,DE-Gotn,9.9356,51.5339,534.3944122,0.12362,N
