Pop,Longitude,Latitude,Pop,Longitude,Latitude,Distance,Fst,Group
SE-Sua,18.6435,60.1282,PL-Dzie,14.99795,52.731386,529.6195345,0.257331,NS
PL-Swie,20.926346,50.895887,SE-Karl,15.5861,56.1603,424.5514623,0.256423,SN
SE-Karl,15.5861,56.1603,PL-Swie,20.926346,50.895887,424.5514623,0.256423,NS
RU-Vol,44.4525,48.681,Sl-Glaz,14.686,45.6713,1404.523096,0.256381,N
Sl-Glaz,14.686,45.6713,RU-Vol,44.4525,48.681,1404.523096,0.256381,N
EN-Suff,0.5151,52.3476,SE-Fal,15.6275,60.606,807.8118602,0.256366,N
SE-Fal,15.6275,60.606,EN-Suff,0.5151,52.3476,807.8118602,0.256366,N
RU-Tall,24.7536,59.437,Sl-Glaz,14.686,45.6713,1038.455936,0.256084,N
Sl-Glaz,14.686,45.6713,RU-Tall,24.7536,59.437,1038.455936,0.256084,N
ES-Cat,2.3912,41.7856,SE-Sua,18.6435,60.1282,1442.731272,0.255423,N
SE-Sua,18.6435,60.1282,ES-Cat,2.3912,41.7856,1442.731272,0.255423,N
EN-Suff,0.5151,52.3476,PL-Bob,16.567544,53.923758,672.8716407,0.255345,NS
PL-Bob,16.567544,53.923758,EN-Suff,0.5151,52.3476,672.8716407,0.255345,NS
RU-Tall,24.7536,59.437,SE-Sua,18.6435,60.1282,217.7312245,0.254364,N
SE-Sua,18.6435,60.1282,RU-Tall,24.7536,59.437,217.7312245,0.254364,N
ES-Cat,2.3912,41.7856,Sl-Glaz,14.686,45.6713,669.225629,0.254253,N
Sl-Glaz,14.686,45.6713,ES-Cat,2.3912,41.7856,669.225629,0.254253,N
PL-Bob,16.567544,53.923758,PL-Olk,19.576457,50.216353,286.2625996,0.253674,SS
PL-Olk,19.576457,50.216353,PL-Bob,16.567544,53.923758,286.2625996,0.253674,SS
GR-Mac,22.4511,40.9469,RU-Spet,30.3351,59.9343,1355.039063,0.252972,N
RU-Spet,30.3351,59.9343,GR-Mac,22.4511,40.9469,1355.039063,0.252972,N
IT-Abru,13.9275,42.4576,RO-Rete,22.9043,45.3707,489.7867193,0.252761,N
RO-Rete,22.9043,45.3707,IT-Abru,13.9275,42.4576,489.7867193,0.252761,N
PL-Ryj,18.945785,53.853784,SE-Sua,18.6435,60.1282,433.7610507,0.252632,SN
SE-Sua,18.6435,60.1282,PL-Ryj,18.945785,53.853784,433.7610507,0.252632,NS
GR-Vern,20.7643,39.5706,RU-Spet,30.3351,59.9343,1467.241845,0.251985,N
RU-Spet,30.3351,59.9343,GR-Vern,20.7643,39.5706,1467.241845,0.251985,N
DE-Biel,8.5167,52.0167,RU-Vol,44.4525,48.681,1584.773277,0.251637,N
RU-Vol,44.4525,48.681,DE-Biel,8.5167,52.0167,1584.773277,0.251637,N
PL-Dzie,14.99795,52.731386,Sl-Glaz,14.686,45.6713,488.1111042,0.251295,SN
Sl-Glaz,14.686,45.6713,PL-Dzie,14.99795,52.731386,488.1111042,0.251295,NS
PL-Olk,19.576457,50.216353,SE-Karl,15.5861,56.1603,442.5786739,0.251184,SN
SE-Karl,15.5861,56.1603,PL-Olk,19.576457,50.216353,442.5786739,0.251184,NS
FR-Ser,2.3373,45.3602,SE-Sua,18.6435,60.1282,1220.250858,0.250394,N
SE-Sua,18.6435,60.1282,FR-Ser,2.3373,45.3602,1220.250858,0.250394,N
RU-Vor,39.2089,51.6755,SE-Sua,18.6435,60.1282,981.1824976,0.250305,N
SE-Sua,18.6435,60.1282,RU-Vor,39.2089,51.6755,981.1824976,0.250305,N
PL-Ryj,18.945785,53.853784,Sl-Glaz,14.686,45.6713,596.3177694,0.248761,SN
Sl-Glaz,14.686,45.6713,PL-Ryj,18.945785,53.853784,596.3177694,0.248761,NS
PL-Sier,17.474509,54.09711,RU-Spet,30.3351,59.9343,628.1004294,0.248298,SN
RU-Spet,30.3351,59.9343,PL-Sier,17.474509,54.09711,628.1004294,0.248298,NS
FR-Ser,2.3373,45.3602,Sl-Glaz,14.686,45.6713,597.7786692,0.248269,N
Sl-Glaz,14.686,45.6713,FR-Ser,2.3373,45.3602,597.7786692,0.248269,N
EN-Shro,-2.9984,52.49,SE-Karl,15.5861,56.1603,787.9048215,0.247933,N
SE-Karl,15.5861,56.1603,EN-Shro,-2.9984,52.49,787.9048215,0.247933,N
DE-Biel,8.5167,52.0167,ES-Cat,2.3912,41.7856,763.2514215,0.247777,N
ES-Cat,2.3912,41.7856,DE-Biel,8.5167,52.0167,763.2514215,0.247777,N
DE-Biel,8.5167,52.0167,GR-Mac,22.4511,40.9469,1008.893795,0.247387,N
GR-Mac,22.4511,40.9469,DE-Biel,8.5167,52.0167,1008.893795,0.247387,N
PL-Olk,19.576457,50.216353,PL-Swie,20.926346,50.895887,75.61580701,0.247361,SS
PL-Swie,20.926346,50.895887,PL-Olk,19.576457,50.216353,75.61580701,0.247361,SS
RU-Berez,30.6179,52.6934,SE-Nass,14.6974,57.6521,713.2830728,0.246645,N
SE-Nass,14.6974,57.6521,RU-Berez,30.6179,52.6934,713.2830728,0.246645,N
ES-Cat,2.3912,41.7856,PL-Swie,20.926346,50.895887,1080.619236,0.246466,NS
PL-Swie,20.926346,50.895887,ES-Cat,2.3912,41.7856,1080.619236,0.246466,NS
FR-Ser,2.3373,45.3602,RU-Spet,30.3351,59.9343,1526.280421,0.246169,N
RU-Spet,30.3351,59.9343,FR-Ser,2.3373,45.3602,1526.280421,0.246169,N
DE-Biel,8.5167,52.0167,RU-Tall,24.7536,59.437,810.1107377,0.245469,N
RU-Tall,24.7536,59.437,DE-Biel,8.5167,52.0167,810.1107377,0.245469,N
DE-Biel,8.5167,52.0167,GR-Vern,20.7643,39.5706,1040.042484,0.245084,N
GR-Vern,20.7643,39.5706,DE-Biel,8.5167,52.0167,1040.042484,0.245084,N
ES-Cat,2.3912,41.7856,RU-Berez,30.6179,52.6934,1509.685178,0.245054,N
RU-Berez,30.6179,52.6934,ES-Cat,2.3912,41.7856,1509.685178,0.245054,N
DE-Biel,8.5167,52.0167,RO-Mar,22.5417,45.3986,784.1532128,0.244995,N
RO-Mar,22.5417,45.3986,DE-Biel,8.5167,52.0167,784.1532128,0.244995,N
DE-Bad,11.9383,52.9546,DE-Biel,8.5167,52.0167,157.8892065,0.244773,N
DE-Biel,8.5167,52.0167,DE-Bad,11.9383,52.9546,157.8892065,0.244773,N
GR-Mac,22.4511,40.9469,Sl-Glaz,14.686,45.6713,508.5784609,0.244583,N
Sl-Glaz,14.686,45.6713,GR-Mac,22.4511,40.9469,508.5784609,0.244583,N
PL-Ostr,19.958726,53.741945,SE-Sua,18.6435,60.1282,444.0959469,0.244015,SN
SE-Sua,18.6435,60.1282,PL-Ostr,19.958726,53.741945,444.0959469,0.244015,NS
DE-Gotn,9.9356,51.5339,RU-Vol,44.4525,48.681,1528.023154,0.243547,N
RU-Vol,44.4525,48.681,DE-Gotn,9.9356,51.5339,1528.023154,0.243547,N
PL-Dzie,14.99795,52.731386,RU-Spet,30.3351,59.9343,766.8691652,0.243526,SN
RU-Spet,30.3351,59.9343,PL-Dzie,14.99795,52.731386,766.8691652,0.243526,NS
RO-Mar,22.5417,45.3986,RU-Spet,30.3351,59.9343,1054.577588,0.243283,N
RU-Spet,30.3351,59.9343,RO-Mar,22.5417,45.3986,1054.577588,0.243283,N
RU-Spet,30.3351,59.9343,RU-Vol,44.4525,48.681,959.4923889,0.242787,N
RU-Vol,44.4525,48.681,RU-Spet,30.3351,59.9343,959.4923889,0.242787,N
RU-Berez,30.6179,52.6934,SE-Fal,15.6275,60.606,786.1310354,0.242288,N
SE-Fal,15.6275,60.606,RU-Berez,30.6179,52.6934,786.1310354,0.242288,N
RO-Mar,22.5417,45.3986,Sl-Glaz,14.686,45.6713,380.5956541,0.241911,N
Sl-Glaz,14.686,45.6713,RO-Mar,22.5417,45.3986,380.5956541,0.241911,N
DE-Biel,8.5167,52.0167,SE-Nass,14.6974,57.6521,460.2265039,0.241834,N
SE-Nass,14.6974,57.6521,DE-Biel,8.5167,52.0167,460.2265039,0.241834,N
PL-Ostr,19.958726,53.741945,Sl-Glaz,14.686,45.6713,605.0738121,0.24152,SN
Sl-Glaz,14.686,45.6713,PL-Ostr,19.958726,53.741945,605.0738121,0.24152,NS
GR-Vern,20.7643,39.5706,Sl-Glaz,14.686,45.6713,522.4322694,0.240949,N
Sl-Glaz,14.686,45.6713,GR-Vern,20.7643,39.5706,522.4322694,0.240949,N
SE-Karl,15.5861,56.1603,Sl-Glaz,14.686,45.6713,725.9184543,0.240333,N
Sl-Glaz,14.686,45.6713,SE-Karl,15.5861,56.1603,725.9184543,0.240333,N
EN-Shro,-2.9984,52.49,SE-Sua,18.6435,60.1282,976.4249936,0.240229,N
SE-Sua,18.6435,60.1282,EN-Shro,-2.9984,52.49,976.4249936,0.240229,N
DE-Gotn,9.9356,51.5339,ES-Cat,2.3912,41.7856,761.8737408,0.240201,N
ES-Cat,2.3912,41.7856,DE-Gotn,9.9356,51.5339,761.8737408,0.240201,N
EN-Kent,0.4527,51.2468,RU-Berez,30.6179,52.6934,1278.734019,0.23973,N
RU-Berez,30.6179,52.6934,EN-Kent,0.4527,51.2468,1278.734019,0.23973,N
DE-Bad,11.9383,52.9546,DE-Gotn,9.9356,51.5339,129.6861022,0.238458,N
DE-Gotn,9.9356,51.5339,DE-Bad,11.9383,52.9546,129.6861022,0.238458,N
PL-Ryj,18.945785,53.853784,RU-Spet,30.3351,59.9343,599.6423468,0.238179,SN
RU-Spet,30.3351,59.9343,PL-Ryj,18.945785,53.853784,599.6423468,0.238179,NS
DE-Gotn,9.9356,51.5339,RO-Mar,22.5417,45.3986,714.9538926,0.23767,N
RO-Mar,22.5417,45.3986,DE-Gotn,9.9356,51.5339,714.9538926,0.23767,N
SE-Fal,15.6275,60.606,SE-Sua,18.6435,60.1282,108.2055387,0.237356,N
SE-Sua,18.6435,60.1282,SE-Fal,15.6275,60.606,108.2055387,0.237356,N
DE-Biel,8.5167,52.0167,EN-Kent,0.4527,51.2468,349.7954733,0.237355,N
EN-Kent,0.4527,51.2468,DE-Biel,8.5167,52.0167,349.7954733,0.237355,N
EN-Shro,-2.9984,52.49,Sl-Glaz,14.686,45.6713,925.2896843,0.237164,N
Sl-Glaz,14.686,45.6713,EN-Shro,-2.9984,52.49,925.2896843,0.237164,N
DE-Gotn,9.9356,51.5339,SE-Nass,14.6974,57.6521,463.5436031,0.237108,N
SE-Nass,14.6974,57.6521,DE-Gotn,9.9356,51.5339,463.5436031,0.237108,N
RU-Spet,30.3351,59.9343,SE-Karl,15.5861,56.1603,597.4330239,0.236914,N
SE-Karl,15.5861,56.1603,RU-Spet,30.3351,59.9343,597.4330239,0.236914,N
DE-Biel,8.5167,52.0167,PL-Sier,17.474509,54.09711,398.5326849,0.236774,NS
PL-Sier,17.474509,54.09711,DE-Biel,8.5167,52.0167,398.5326849,0.236774,NS
DE-Gotn,9.9356,51.5339,GR-Mac,22.4511,40.9469,942.370808,0.236604,N
GR-Mac,22.4511,40.9469,DE-Gotn,9.9356,51.5339,942.370808,0.236604,N
RU-Vor,39.2089,51.6755,Sl-Glaz,14.686,45.6713,1186.66975,0.236209,N
Sl-Glaz,14.686,45.6713,RU-Vor,39.2089,51.6755,1186.66975,0.236209,N
EN-Suff,0.5151,52.3476,SE-Karl,15.5861,56.1603,661.2936908,0.235787,N
SE-Karl,15.5861,56.1603,EN-Suff,0.5151,52.3476,661.2936908,0.235787,N
DE-Biel,8.5167,52.0167,PL-Ryj,18.945785,53.853784,452.0925123,0.235676,NS
PL-Ryj,18.945785,53.853784,DE-Biel,8.5167,52.0167,452.0925123,0.235676,NS
DE-Bad,11.9383,52.9546,RU-Berez,30.6179,52.6934,778.0585646,0.235067,N
RU-Berez,30.6179,52.6934,DE-Bad,11.9383,52.9546,778.0585646,0.235067,N
RU-Spet,30.3351,59.9343,RU-Vor,39.2089,51.6755,665.4598919,0.234963,N
RU-Vor,39.2089,51.6755,RU-Spet,30.3351,59.9343,665.4598919,0.234963,N
DE-Gotn,9.9356,51.5339,GR-Vern,20.7643,39.5706,976.5317936,0.234911,N
GR-Vern,20.7643,39.5706,DE-Gotn,9.9356,51.5339,976.5317936,0.234911,N
DK,9.5018,56.2639,IT-Cal,15.65,38.1144,1285.841341,0.234337,N
IT-Cal,15.65,38.1144,DK,9.5018,56.2639,1285.841341,0.234337,N
EN-Suff,0.5151,52.3476,Sl-Glaz,14.686,45.6713,788.6685224,0.234049,N
Sl-Glaz,14.686,45.6713,EN-Suff,0.5151,52.3476,788.6685224,0.234049,N
DE-Biel,8.5167,52.0167,RU-Vor,39.2089,51.6755,1300.781849,0.233299,N
RU-Vor,39.2089,51.6755,DE-Biel,8.5167,52.0167,1300.781849,0.233299,N
DE-Biel,8.5167,52.0167,SE-Fal,15.6275,60.606,652.3050689,0.233204,N
SE-Fal,15.6275,60.606,DE-Biel,8.5167,52.0167,652.3050689,0.233204,N
RO-Rete,22.9043,45.3707,SE-Fal,15.6275,60.606,1093.946868,0.2332,N
SE-Fal,15.6275,60.606,RO-Rete,22.9043,45.3707,1093.946868,0.2332,N
DE-Biel,8.5167,52.0167,PL-Dzie,14.99795,52.731386,277.7730423,0.232871,NS
PL-Dzie,14.99795,52.731386,DE-Biel,8.5167,52.0167,277.7730423,0.232871,NS
RO-Rete,22.9043,45.3707,SE-Nass,14.6974,57.6521,917.6501467,0.232823,N
SE-Nass,14.6974,57.6521,RO-Rete,22.9043,45.3707,917.6501467,0.232823,N
EN-Shro,-2.9984,52.49,RU-Spet,30.3351,59.9343,1362.42661,0.232734,N
RU-Spet,30.3351,59.9343,EN-Shro,-2.9984,52.49,1362.42661,0.232734,N
ES-Cat,2.3912,41.7856,RO-Rete,22.9043,45.3707,1053.282467,0.232722,N
RO-Rete,22.9043,45.3707,ES-Cat,2.3912,41.7856,1053.282467,0.232722,N
EN-Suff,0.5151,52.3476,SE-Sua,18.6435,60.1282,874.8460262,0.232068,N
SE-Sua,18.6435,60.1282,EN-Suff,0.5151,52.3476,874.8460262,0.232068,N
DE-Ben,12.1656,52.9098,IT-Cal,15.65,38.1144,1035.995118,0.23145,N
IT-Cal,15.65,38.1144,DE-Ben,12.1656,52.9098,1035.995118,0.23145,N
DE-Gotn,9.9356,51.5339,PL-Sier,17.474509,54.09711,361.0210952,0.230981,NS
PL-Sier,17.474509,54.09711,DE-Gotn,9.9356,51.5339,361.0210952,0.230981,NS
GR-Mac,22.4511,40.9469,RU-Berez,30.6179,52.6934,897.6068439,0.23025,N
RU-Berez,30.6179,52.6934,GR-Mac,22.4511,40.9469,897.6068439,0.23025,N
DE-Gotn,9.9356,51.5339,RU-Tall,24.7536,59.437,793.5899083,0.230127,N
RU-Tall,24.7536,59.437,DE-Gotn,9.9356,51.5339,793.5899083,0.230127,N
DE-Biel,8.5167,52.0167,PL-Ostr,19.958726,53.741945,491.2764127,0.230079,NS
PL-Ostr,19.958726,53.741945,DE-Biel,8.5167,52.0167,491.2764127,0.230079,NS
EN-Suff,0.5151,52.3476,RU-Spet,30.3351,59.9343,1248.200806,0.230069,N
RU-Spet,30.3351,59.9343,EN-Suff,0.5151,52.3476,1248.200806,0.230069,N
PL-Ostr,19.958726,53.741945,RU-Spet,30.3351,59.9343,579.2241781,0.229323,SN
RU-Spet,30.3351,59.9343,PL-Ostr,19.958726,53.741945,579.2241781,0.229323,NS
DE-Eber,13.8331,52.8331,IT-Cal,15.65,38.1144,1020.898886,0.229126,N
IT-Cal,15.65,38.1144,DE-Eber,13.8331,52.8331,1020.898886,0.229126,N
PL-Bob,16.567544,53.923758,SE-Sua,18.6435,60.1282,435.7726173,0.229082,SN
SE-Sua,18.6435,60.1282,PL-Bob,16.567544,53.923758,435.7726173,0.229082,NS
RU-Vol,44.4525,48.681,SE-Sua,18.6435,60.1282,1291.1407,0.228574,N
SE-Sua,18.6435,60.1282,RU-Vol,44.4525,48.681,1291.1407,0.228574,N
EN-Kent,0.4527,51.2468,RO-Rete,22.9043,45.3707,1103.547402,0.228518,N
RO-Rete,22.9043,45.3707,EN-Kent,0.4527,51.2468,1103.547402,0.228518,N
PL-Bob,16.567544,53.923758,Sl-Glaz,14.686,45.6713,576.3994815,0.22816,SN
Sl-Glaz,14.686,45.6713,PL-Bob,16.567544,53.923758,576.3994815,0.22816,NS
PL-Swie,20.926346,50.895887,SE-Sua,18.6435,60.1282,644.1515174,0.227327,SN
SE-Sua,18.6435,60.1282,PL-Swie,20.926346,50.895887,644.1515174,0.227327,NS
DE-Biel,8.5167,52.0167,FR-Ser,2.3373,45.3602,539.0852509,0.22714,N
FR-Ser,2.3373,45.3602,DE-Biel,8.5167,52.0167,539.0852509,0.22714,N
DE-Gotn,9.9356,51.5339,SE-Fal,15.6275,60.606,663.6902102,0.226622,N
SE-Fal,15.6275,60.606,DE-Gotn,9.9356,51.5339,663.6902102,0.226622,N
DE-Gotn,9.9356,51.5339,PL-Ryj,18.945785,53.853784,409.6577557,0.226071,NS
PL-Ryj,18.945785,53.853784,DE-Gotn,9.9356,51.5339,409.6577557,0.226071,NS
DE-Luck,12.3327,51.0947,IT-Cal,15.65,38.1144,911.5245439,0.226068,N
IT-Cal,15.65,38.1144,DE-Luck,12.3327,51.0947,911.5245439,0.226068,N
DE-Gotn,9.9356,51.5339,EN-Kent,0.4527,51.2468,409.1364153,0.225775,N
EN-Kent,0.4527,51.2468,DE-Gotn,9.9356,51.5339,409.1364153,0.225775,N
DE-Gotn,9.9356,51.5339,PL-Dzie,14.99795,52.731386,230.0812849,0.225478,NS
PL-Dzie,14.99795,52.731386,DE-Gotn,9.9356,51.5339,230.0812849,0.225478,NS
DE-Gotn,9.9356,51.5339,RU-Vor,39.2089,51.6755,1248.040084,0.225184,N
RU-Vor,39.2089,51.6755,DE-Gotn,9.9356,51.5339,1248.040084,0.225184,N
RO-Mar,22.5417,45.3986,RU-Berez,30.6179,52.6934,622.0524669,0.224105,N
RU-Berez,30.6179,52.6934,RO-Mar,22.5417,45.3986,622.0524669,0.224105,N
GR-Vern,20.7643,39.5706,RU-Berez,30.6179,52.6934,1020.154838,0.223774,N
RU-Berez,30.6179,52.6934,GR-Vern,20.7643,39.5706,1020.154838,0.223774,N
DE-Leis,12.9285,51.1577,IT-Cal,15.65,38.1144,911.1106899,0.223719,N
IT-Cal,15.65,38.1144,DE-Leis,12.9285,51.1577,911.1106899,0.223719,N
PL-Swie,20.926346,50.895887,RU-Spet,30.3351,59.9343,723.9523126,0.223657,SN
RU-Spet,30.3351,59.9343,PL-Swie,20.926346,50.895887,723.9523126,0.223657,NS
SE-Karl,15.5861,56.1603,SE-Nass,14.6974,57.6521,108.4097621,0.223394,N
SE-Nass,14.6974,57.6521,SE-Karl,15.5861,56.1603,108.4097621,0.223394,N
PL-Swie,20.926346,50.895887,Sl-Glaz,14.686,45.6713,460.8729427,0.22307,SN
Sl-Glaz,14.686,45.6713,PL-Swie,20.926346,50.895887,460.8729427,0.22307,NS
PL-Sier,17.474509,54.09711,RU-Berez,30.6179,52.6934,549.3987865,0.222592,SN
RU-Berez,30.6179,52.6934,PL-Sier,17.474509,54.09711,549.3987865,0.222592,NS
DE-Brem,8.5809,53.5396,IT-Cal,15.65,38.1144,1117.695144,0.222428,N
IT-Cal,15.65,38.1144,DE-Brem,8.5809,53.5396,1117.695144,0.222428,N
AT,9.7859,47.216,IT-Cal,15.65,38.1144,695.5113962,0.222197,N
IT-Cal,15.65,38.1144,AT,9.7859,47.216,695.5113962,0.222197,N
FR-Ser,2.3373,45.3602,RU-Berez,30.6179,52.6934,1367.07459,0.222021,N
RU-Berez,30.6179,52.6934,FR-Ser,2.3373,45.3602,1367.07459,0.222021,N
PL-Dzie,14.99795,52.731386,RU-Berez,30.6179,52.6934,652.6781094,0.221586,SN
RU-Berez,30.6179,52.6934,PL-Dzie,14.99795,52.731386,652.6781094,0.221586,NS
DE-Gotn,9.9356,51.5339,FR-Ser,2.3373,45.3602,550.1684224,0.221326,N
FR-Ser,2.3373,45.3602,DE-Gotn,9.9356,51.5339,550.1684224,0.221326,N
DE-Gotn,9.9356,51.5339,PL-Ostr,19.958726,53.741945,446.7233823,0.220986,NS
PL-Ostr,19.958726,53.741945,DE-Gotn,9.9356,51.5339,446.7233823,0.220986,NS
EN-Shro,-2.9984,52.49,RU-Berez,30.6179,52.6934,1398.464371,0.220775,N
RU-Berez,30.6179,52.6934,EN-Shro,-2.9984,52.49,1398.464371,0.220775,N
EN-Suff,0.5151,52.3476,RU-Berez,30.6179,52.6934,1256.817598,0.220487,N
RU-Berez,30.6179,52.6934,EN-Suff,0.5151,52.3476,1256.817598,0.220487,N
RU-Berez,30.6179,52.6934,SE-Karl,15.5861,56.1603,648.4299958,0.21974,N
SE-Karl,15.5861,56.1603,RU-Berez,30.6179,52.6934,648.4299958,0.21974,N
PL-Bob,16.567544,53.923758,RU-Spet,30.3351,59.9343,662.7111606,0.219045,SN
RU-Spet,30.3351,59.9343,PL-Bob,16.567544,53.923758,662.7111606,0.219045,NS
DE-Bad,11.9383,52.9546,RO-Rete,22.9043,45.3707,719.7517712,0.218777,N
RO-Rete,22.9043,45.3707,DE-Bad,11.9383,52.9546,719.7517712,0.218777,N
SE-Karl,15.5861,56.1603,SE-Sua,18.6435,60.1282,295.9448588,0.218731,N
SE-Sua,18.6435,60.1282,SE-Karl,15.5861,56.1603,295.9448588,0.218731,N
EN-Shro,-2.9984,52.49,PL-Swie,20.926346,50.895887,1026.028516,0.218132,NS
PL-Swie,20.926346,50.895887,EN-Shro,-2.9984,52.49,1026.028516,0.218132,NS
RU-Berez,30.6179,52.6934,RU-Vol,44.4525,48.681,664.7628236,0.217915,N
RU-Vol,44.4525,48.681,RU-Berez,30.6179,52.6934,664.7628236,0.217915,N
EN-Shro,-2.9984,52.49,PL-Olk,19.576457,50.216353,982.7297481,0.217711,NS
PL-Olk,19.576457,50.216353,EN-Shro,-2.9984,52.49,982.7297481,0.217711,NS
DE-Rech,13.7373,51.0504,IT-Cal,15.65,38.1144,898.8435165,0.216795,N
IT-Cal,15.65,38.1144,DE-Rech,13.7373,51.0504,898.8435165,0.216795,N
RU-Berez,30.6179,52.6934,RU-Tall,24.7536,59.437,517.5853025,0.216609,N
RU-Tall,24.7536,59.437,RU-Berez,30.6179,52.6934,517.5853025,0.216609,N
IT-Cal,15.65,38.1144,MK-Pel,21.1844,41.0033,355.9861748,0.216087,N
MK-Pel,21.1844,41.0033,IT-Cal,15.65,38.1144,355.9861748,0.216087,N
EN-Suff,0.5151,52.3476,PL-Olk,19.576457,50.216353,834.4624235,0.215846,NS
PL-Olk,19.576457,50.216353,EN-Suff,0.5151,52.3476,834.4624235,0.215846,NS
IT-Cal,15.65,38.1144,SK-Kos,21.863,48.7161,795.6133382,0.214873,N
SK-Kos,21.863,48.7161,IT-Cal,15.65,38.1144,795.6133382,0.214873,N
RO-Rete,22.9043,45.3707,SE-Karl,15.5861,56.1603,810.2882456,0.214865,N
SE-Karl,15.5861,56.1603,RO-Rete,22.9043,45.3707,810.2882456,0.214865,N
PL-Ryj,18.945785,53.853784,RU-Berez,30.6179,52.6934,488.4042625,0.214796,SN
RU-Berez,30.6179,52.6934,PL-Ryj,18.945785,53.853784,488.4042625,0.214796,NS
EN-Kent,0.4527,51.2468,EN-Shro,-2.9984,52.49,170.4688054,0.213869,N
EN-Shro,-2.9984,52.49,EN-Kent,0.4527,51.2468,170.4688054,0.213869,N
EN-Suff,0.5151,52.3476,RO-Rete,22.9043,45.3707,1120.238569,0.213341,N
RO-Rete,22.9043,45.3707,EN-Suff,0.5151,52.3476,1120.238569,0.213341,N
EN-Shro,-2.9984,52.49,RO-Rete,22.9043,45.3707,1266.057764,0.213115,N
RO-Rete,22.9043,45.3707,EN-Shro,-2.9984,52.49,1266.057764,0.213115,N
DE-Biel,8.5167,52.0167,SE-Karl,15.5861,56.1603,404.7269073,0.212732,N
SE-Karl,15.5861,56.1603,DE-Biel,8.5167,52.0167,404.7269073,0.212732,N
DK,9.5018,56.2639,RU-Vol,44.4525,48.681,1542.025094,0.212363,N
RU-Vol,44.4525,48.681,DK,9.5018,56.2639,1542.025094,0.212363,N
RU-Berez,30.6179,52.6934,RU-Vor,39.2089,51.6755,370.5124468,0.212313,N
RU-Vor,39.2089,51.6755,RU-Berez,30.6179,52.6934,370.5124468,0.212313,N
DE-Biel,8.5167,52.0167,EN-Shro,-2.9984,52.49,487.7339947,0.212278,N
EN-Shro,-2.9984,52.49,DE-Biel,8.5167,52.0167,487.7339947,0.212278,N
IT-Cal,15.65,38.1144,SK-Bies,22.4522,49.37417,848.1608894,0.211978,N
SK-Bies,22.4522,49.37417,IT-Cal,15.65,38.1144,848.1608894,0.211978,N
DE-Gota,10.7183,50.9489,IT-Cal,15.65,38.1144,919.1061628,0.21189,N
IT-Cal,15.65,38.1144,DE-Gota,10.7183,50.9489,919.1061628,0.21189,N
DE-Biel,8.5167,52.0167,EN-Suff,0.5151,52.3476,339.6544187,0.211307,N
EN-Suff,0.5151,52.3476,DE-Biel,8.5167,52.0167,339.6544187,0.211307,N
PL-Sier,17.474509,54.09711,RO-Rete,22.9043,45.3707,649.5344551,0.211246,SN
RO-Rete,22.9043,45.3707,PL-Sier,17.474509,54.09711,649.5344551,0.211246,NS
DE-Ben,12.1656,52.9098,ES-Ast,-6.5,43.17,1088.500542,0.209508,N
ES-Ast,-6.5,43.17,DE-Ben,12.1656,52.9098,1088.500542,0.209508,N
RO-Rete,22.9043,45.3707,RU-Tall,24.7536,59.437,975.1217151,0.209072,N
RU-Tall,24.7536,59.437,RO-Rete,22.9043,45.3707,975.1217151,0.209072,N
PL-Ostr,19.958726,53.741945,RU-Berez,30.6179,52.6934,446.5509142,0.208788,SN
RU-Berez,30.6179,52.6934,PL-Ostr,19.958726,53.741945,446.5509142,0.208788,NS
DK,9.5018,56.2639,IT-Abru,13.9275,42.4576,974.191871,0.208299,N
IT-Abru,13.9275,42.4576,DK,9.5018,56.2639,974.191871,0.208299,N
FR-Ser,2.3373,45.3602,RO-Rete,22.9043,45.3707,995.8829144,0.207978,N
RO-Rete,22.9043,45.3707,FR-Ser,2.3373,45.3602,995.8829144,0.207978,N
PL-Olk,19.576457,50.216353,SE-Sua,18.6435,60.1282,685.9600777,0.207975,SN
SE-Sua,18.6435,60.1282,PL-Olk,19.576457,50.216353,685.9600777,0.207975,NS
DK,9.5018,56.2639,GR-Vern,20.7643,39.5706,1262.3235,0.207696,N
GR-Vern,20.7643,39.5706,DK,9.5018,56.2639,1262.3235,0.207696,N
DE-Gotn,9.9356,51.5339,SE-Karl,15.5861,56.1603,393.7932948,0.207416,N
SE-Karl,15.5861,56.1603,DE-Gotn,9.9356,51.5339,393.7932948,0.207416,N
DE-Luck,12.3327,51.0947,ES-Ast,-6.5,43.17,1036.574775,0.206865,N
ES-Ast,-6.5,43.17,DE-Luck,12.3327,51.0947,1036.574775,0.206865,N
DK,9.5018,56.2639,RO-Mar,22.5417,45.3986,938.9243331,0.206838,N
RO-Mar,22.5417,45.3986,DK,9.5018,56.2639,938.9243331,0.206838,N
DE-Ben,12.1656,52.9098,IT-Abru,13.9275,42.4576,726.9084918,0.206117,N
IT-Abru,13.9275,42.4576,DE-Ben,12.1656,52.9098,726.9084918,0.206117,N
DE-Gotn,9.9356,51.5339,EN-Suff,0.5151,52.3476,404.9689813,0.205893,N
EN-Suff,0.5151,52.3476,DE-Gotn,9.9356,51.5339,404.9689813,0.205893,N
RO-Rete,22.9043,45.3707,RU-Vol,44.4525,48.681,1036.812249,0.20513,N
RU-Vol,44.4525,48.681,RO-Rete,22.9043,45.3707,1036.812249,0.20513,N
DK,9.5018,56.2639,ES-Ast,-6.5,43.17,1147.426591,0.204883,N
